created_at,message_experience,persuasion,number_of_recipients,is_first_email,is_last_email,is_verbose,is_replied_within_30,is_accepted_patch
2021-09-02 19:32:00+00:00,27.78,12.18,14.88,14.88,9.46,23.39,23.39,4.91
2021-09-02 19:34:00+00:00,28.18,11.48,11.78,11.78,9.11,22.03,22.03,5.8825
2021-09-02 19:36:00+00:00,28.38,10.43,12.72,12.72,10.54,22.73,22.73,6.855
2021-09-02 19:38:00+00:00,27.16,10.36,14.49,14.49,9.6,22.61,22.61,7.27
2021-09-02 19:40:00+00:00,28.29,10.02,14.47,14.47,9.93,22.53,22.53,6.85
2021-09-02 19:42:00+00:00,27.67,10.29,15.89,15.89,9.33,22.41,22.41,7.87
2021-09-02 19:44:00+00:00,28.22,11.04,14.53,14.53,8.52,20.58,20.58,6.87
2021-09-02 19:46:00+00:00,28.75,10.87,9.88,9.88,9.12,21.42,21.42,7.25
2021-09-02 19:48:00+00:00,28.09,9.86,12.68,12.68,9.2,23.91,23.91,6.24
2021-09-02 19:50:00+00:00,28.75,10.6,15.35,15.35,9.45,23.79,23.79,5.75
2021-09-02 19:52:00+00:00,28.33,10.42,14.87,14.87,9.02,24.91,24.91,5.26
2021-09-02 19:54:00+00:00,28.02,9.78,15.17,15.17,8.33,24.4,24.4,6.47
2021-09-02 19:56:00+00:00,27.71,10.37,16.31,16.31,9.03,21.98,21.98,7.39
2021-09-02 19:58:00+00:00,29.12,10.45,14.25,14.25,9.5,21.91,21.91,6.89
2021-09-02 20:00:00+00:00,27.78,9.24,14.63,14.63,10.07,20.97,20.97,8.94
2021-09-02 20:02:00+00:00,27.77,8.89,14.53,14.53,9.97,21.81,21.81,10.73
2021-09-02 20:04:00+00:00,27.96,11.28,14.12,14.12,9.02,23.0,23.0,8.67
2021-09-02 20:06:00+00:00,28.04,11.51,13.79,13.79,9.05,20.48,20.48,8.622499999999999
2021-09-02 20:08:00+00:00,27.22,9.6,14.84,14.84,10.17,21.0,21.0,8.575
2021-09-02 20:10:00+00:00,27.82,11.88,14.09,14.09,10.14,21.05,21.05,8.85
2021-09-02 20:12:00+00:00,25.11,10.93,15.66,15.66,9.3,20.24,20.24,7.48
2021-09-02 20:14:00+00:00,23.45,10.81,15.8,15.8,10.06,22.09,22.09,8.41
2021-09-02 20:16:00+00:00,24.62,11.1,14.07,14.07,9.53,22.03,22.03,7.94
2021-09-02 20:18:00+00:00,24.9,10.18,14.76,14.76,9.83,22.8,22.8,7.77
2021-09-02 20:20:00+00:00,23.88,11.2,13.93,13.93,9.24,21.96,21.96,7.91
2021-09-02 20:22:00+00:00,23.16,12.16,14.06,14.06,9.75,24.16,24.16,7.9425
2021-09-02 20:24:00+00:00,24.19,11.22,13.03,13.03,9.07,24.31,24.31,7.975
2021-09-02 20:26:00+00:00,23.32,9.33,14.36,14.36,10.33,22.54,22.54,7.77
2021-09-02 20:28:00+00:00,19.53,9.43,14.26,14.26,10.72,21.52,21.52,8.28
2021-09-02 20:30:00+00:00,21.04,11.89,14.7,14.7,10.6,21.77,21.77,7.56
2021-09-02 20:32:00+00:00,22.67,10.79,12.18,12.18,11.22,19.78,19.78,8.57
2021-09-02 20:34:00+00:00,21.79,11.55,12.15,12.15,10.09,20.42,20.42,8.24
2021-09-02 20:36:00+00:00,23.05,11.87,12.95,12.95,11.24,19.93,19.93,6.84
2021-09-02 20:38:00+00:00,21.71,10.55,13.96,13.96,10.64,19.24,19.24,7.324999999999999
2021-09-02 20:40:00+00:00,20.77,10.21,14.16,14.16,11.29,19.69,19.69,7.81
2021-09-02 20:42:00+00:00,22.18,12.11,14.34,14.34,11.24,18.95,18.95,7.74
2021-09-02 20:44:00+00:00,20.86,12.98,14.84,14.84,9.88,19.51,19.51,7.66
2021-09-02 20:46:00+00:00,21.21,10.38,13.23,13.23,9.89,19.48,19.48,7.64
2021-09-02 20:48:00+00:00,21.05,12.32,12.98,12.98,10.82,20.32,20.32,8.69
2021-09-02 20:50:00+00:00,21.81,11.05,13.7,13.7,9.56,19.74,19.74,8.47
2021-09-02 20:52:00+00:00,20.84,11.14,13.07,13.07,10.96,17.61,17.61,7.9
2021-09-02 20:54:00+00:00,20.91,10.58,13.4,13.4,9.91,19.45,19.45,7.8375
2021-09-02 20:56:00+00:00,19.71,10.28,12.32,12.32,8.91,18.93,18.93,7.775
2021-09-02 20:58:00+00:00,20.57,11.59,13.09,13.09,8.6,19.34,19.34,8.25
2021-09-02 21:00:00+00:00,22.05,10.72,12.05,12.05,9.0,20.16,20.16,7.7
2021-09-02 21:02:00+00:00,20.79,12.02,13.48,13.48,9.44,19.47,19.47,7.69
2021-09-02 21:04:00+00:00,19.37,10.6,12.81,12.81,8.97,19.09,19.09,8.24
2021-09-02 21:06:00+00:00,19.72,12.05,12.37,12.37,8.86,18.47,18.47,7.64
2021-09-02 21:08:00+00:00,19.56,12.05,13.24,13.24,9.04,18.75,18.75,7.86
2021-09-02 21:10:00+00:00,18.85,11.97,13.91,13.91,8.77,19.29,19.29,8.2875
2021-09-02 21:12:00+00:00,20.31,13.75,13.31,13.31,9.0,18.02,18.02,8.715
2021-09-02 21:14:00+00:00,21.53,13.62,12.93,12.93,9.42,19.27,19.27,7.84
2021-09-02 21:16:00+00:00,20.86,13.02,12.84,12.84,9.86,18.88,18.88,8.0
2021-09-02 21:18:00+00:00,21.3,11.26,13.3,13.3,9.04,18.34,18.34,9.36
2021-09-02 21:20:00+00:00,21.64,11.83,11.97,11.97,10.45,17.53,17.53,8.57
2021-09-02 21:22:00+00:00,22.55,12.75,13.36,13.36,9.12,18.02,18.02,9.16
2021-09-02 21:24:00+00:00,23.24,11.77,13.95,13.95,7.58,17.61,17.61,9.6
2021-09-02 21:26:00+00:00,23.31,13.41,13.73,13.73,8.95,18.03,18.03,9.175
2021-09-02 21:28:00+00:00,23.11,12.4,12.54,12.54,9.91,18.34,18.34,8.75
2021-09-02 21:30:00+00:00,24.72,12.97,13.19,13.19,10.59,18.81,18.81,11.61
2021-09-02 21:32:00+00:00,24.48,10.2,14.0,14.0,9.97,18.48,18.48,8.66
2021-09-02 21:34:00+00:00,23.21,10.98,13.64,13.64,8.64,17.64,17.64,7.13
2021-09-02 21:36:00+00:00,23.25,11.64,13.49,13.49,8.55,18.73,18.73,8.35
2021-09-02 21:38:00+00:00,23.59,11.72,13.14,13.14,9.12,18.89,18.89,8.27
2021-09-02 21:40:00+00:00,22.25,12.24,14.0,14.0,9.83,18.2,18.2,7.65
2021-09-02 21:42:00+00:00,24.0,13.24,13.31,13.31,9.37,17.83,17.83,8.122499999999999
2021-09-02 21:44:00+00:00,23.59,11.04,13.45,13.45,9.27,17.29,17.29,8.594999999999999
2021-09-02 21:46:00+00:00,24.62,14.04,14.36,14.36,9.17,18.49,18.49,7.58
2021-09-02 21:48:00+00:00,24.14,14.3,12.63,12.63,8.37,17.59,17.59,7.63
2021-09-02 21:50:00+00:00,24.75,11.13,13.29,13.29,7.27,17.76,17.76,7.11
2021-09-02 21:52:00+00:00,24.3,11.88,13.42,13.42,9.04,17.34,17.34,7.44
2021-09-02 21:54:00+00:00,24.17,10.79,14.68,14.68,8.81,17.4,17.4,7.42
2021-09-02 21:56:00+00:00,25.36,11.9,14.6,14.6,8.68,17.38,17.38,7.62
2021-09-02 21:58:00+00:00,24.77,12.21,14.16,14.16,8.68,17.5,17.5,7.835000000000001
2021-09-02 22:00:00+00:00,25.53,11.54,14.57,14.57,8.37,16.86,16.86,8.05
2021-09-02 22:02:00+00:00,26.81,11.09,14.9,14.9,9.37,16.32,16.32,8.21
2021-09-02 22:04:00+00:00,25.12,10.51,14.79,14.79,8.73,17.91,17.91,8.47
2021-09-02 22:06:00+00:00,25.93,10.38,14.32,14.32,9.14,18.19,18.19,7.11
2021-09-02 22:08:00+00:00,27.02,11.42,15.1,15.1,8.97,18.55,18.55,7.92
2021-09-02 22:10:00+00:00,26.05,10.69,13.98,13.98,9.18,18.73,18.73,8.39
2021-09-02 22:12:00+00:00,27.47,11.0,13.62,13.62,8.7,18.8,18.8,9.23
2021-09-02 22:14:00+00:00,26.96,8.97,13.73,13.73,8.37,17.81,17.81,8.57
2021-09-02 22:16:00+00:00,26.33,12.1,13.57,13.57,8.26,17.96,17.96,7.91
2021-09-02 22:18:00+00:00,25.41,10.14,13.57,13.57,8.41,17.05,17.05,7.96
2021-09-02 22:20:00+00:00,26.97,9.84,13.93,13.93,9.95,17.63,17.63,7.14
2021-09-02 22:22:00+00:00,27.75,11.02,13.71,13.71,9.77,18.38,18.38,7.11
2021-09-02 22:24:00+00:00,25.89,11.63,13.49,13.49,9.0,17.62,17.62,6.62
2021-09-02 22:26:00+00:00,26.32,10.32,13.22,13.22,9.78,17.07,17.07,6.51
2021-09-02 22:28:00+00:00,26.02,9.62,14.14,14.14,10.04,16.43,16.43,7.0
2021-09-02 22:30:00+00:00,26.27,9.79,13.3,13.3,9.36,16.95,16.95,7.2075
2021-09-02 22:32:00+00:00,26.9,10.66,13.25,13.25,9.75,16.33,16.33,7.415
2021-09-02 22:34:00+00:00,26.57,10.29,13.18,13.18,10.33,17.16,17.16,6.83
2021-09-02 22:36:00+00:00,26.84,9.69,13.62,13.62,8.75,17.0,17.0,6.71
2021-09-02 22:38:00+00:00,25.4,8.88,14.48,14.48,8.64,16.9,16.9,6.26
2021-09-02 22:40:00+00:00,25.2,10.82,14.19,14.19,8.0,17.21,17.21,6.63
2021-09-02 22:42:00+00:00,26.0,10.75,13.58,13.58,10.17,16.42,16.42,6.46
2021-09-02 22:44:00+00:00,25.53,10.61,15.37,15.37,8.55,18.0,18.0,6.67
2021-09-02 22:46:00+00:00,24.32,9.89,14.65,14.65,9.88,17.25,17.25,6.5325
2021-09-02 22:48:00+00:00,25.26,11.39,13.64,13.64,8.65,17.64,17.64,6.395
2021-09-02 22:50:00+00:00,23.11,9.04,13.37,13.37,9.55,16.81,16.81,6.38
2021-09-02 22:52:00+00:00,22.61,11.59,14.06,14.06,9.64,17.71,17.71,6.3
2021-09-02 22:54:00+00:00,24.86,11.58,14.19,14.19,9.12,18.24,18.24,5.32
2021-09-02 22:56:00+00:00,23.69,8.97,14.39,14.39,7.98,17.57,17.57,6.09
2021-09-02 22:58:00+00:00,22.86,9.44,12.91,12.91,8.59,18.45,18.45,5.86
2021-09-02 23:00:00+00:00,23.05,10.86,14.93,14.93,9.11,18.23,18.23,6.85
2021-09-02 23:02:00+00:00,22.53,9.98,12.91,12.91,9.91,18.21,18.21,6.6674999999999995
2021-09-02 23:04:00+00:00,22.12,10.76,13.2,13.2,9.43,18.17,18.17,6.484999999999999
2021-09-02 23:06:00+00:00,23.39,8.75,14.24,14.24,8.83,17.29,17.29,6.87
2021-09-02 23:08:00+00:00,22.77,9.05,13.75,13.75,10.59,17.8,17.8,6.02
2021-09-02 23:10:00+00:00,22.33,9.34,13.79,13.79,9.73,18.0,18.0,6.6
2021-09-02 23:12:00+00:00,22.26,9.9,14.36,14.36,9.21,16.05,16.05,6.58
2021-09-02 23:14:00+00:00,22.81,9.51,13.91,13.91,10.76,16.5,16.5,5.98
2021-09-02 23:16:00+00:00,21.64,10.6,14.45,14.45,11.84,16.83,16.83,6.17
2021-09-02 23:18:00+00:00,23.12,8.32,13.86,13.86,10.13,17.1,17.1,6.17
2021-09-02 23:20:00+00:00,22.5,9.74,14.97,14.97,11.5,17.03,17.03,6.17
2021-09-02 23:22:00+00:00,21.55,9.79,14.39,14.39,10.5,17.11,17.11,6.0
2021-09-02 23:24:00+00:00,21.04,10.45,14.15,14.15,10.17,17.05,17.05,5.87
2021-09-02 23:26:00+00:00,21.54,10.29,15.11,15.11,10.82,16.0,16.0,6.52
2021-09-02 23:28:00+00:00,22.31,10.89,14.64,14.64,10.34,16.14,16.14,7.89
2021-09-02 23:30:00+00:00,20.71,11.07,13.88,13.88,10.2,16.54,16.54,6.65
2021-09-02 23:32:00+00:00,22.24,11.0,13.95,13.95,10.6,16.59,16.59,6.11
2021-09-02 23:34:00+00:00,20.41,9.79,14.07,14.07,11.5,15.63,15.63,6.01
2021-09-02 23:36:00+00:00,20.02,10.47,15.54,15.54,10.84,15.56,15.56,5.91
2021-09-02 23:38:00+00:00,19.27,9.69,15.64,15.64,10.54,16.55,16.55,6.29
2021-09-02 23:40:00+00:00,19.0,10.75,14.75,14.75,10.28,16.46,16.46,6.31
2021-09-02 23:42:00+00:00,18.57,8.62,14.45,14.45,10.98,14.41,14.41,5.92
2021-09-02 23:44:00+00:00,18.48,8.52,15.35,15.35,10.98,14.12,14.12,6.29
2021-09-02 23:46:00+00:00,19.61,8.26,14.48,14.48,10.31,13.11,13.11,5.85
2021-09-02 23:48:00+00:00,18.47,8.81,13.75,13.75,9.88,12.95,12.95,5.83
2021-09-02 23:50:00+00:00,17.35,10.36,13.84,13.84,10.6,13.0,13.0,6.295
2021-09-02 23:52:00+00:00,17.33,8.2,14.19,14.19,11.18,12.4,12.4,6.76
2021-09-02 23:54:00+00:00,17.23,8.87,13.96,13.96,9.74,12.4,12.4,5.81
2021-09-02 23:56:00+00:00,17.88,9.25,14.6,14.6,11.24,12.62,12.62,5.98
2021-09-02 23:58:00+00:00,18.29,9.02,15.16,15.16,10.38,12.22,12.22,4.85
2021-09-03 00:00:00+00:00,18.84,10.35,14.93,14.93,9.78,11.91,11.91,6.44
2021-09-03 00:02:00+00:00,17.34,10.16,13.64,13.64,10.65,13.52,13.52,5.49
2021-09-03 00:04:00+00:00,17.53,9.91,14.89,14.89,10.02,12.96,12.96,5.2
2021-09-03 00:06:00+00:00,19.31,9.32,15.31,15.31,9.82,13.53,13.53,5.925000000000001
2021-09-03 00:08:00+00:00,17.47,9.76,15.32,15.32,10.47,15.27,15.27,6.65
2021-09-03 00:10:00+00:00,16.37,8.3,17.04,17.04,9.73,16.17,16.17,6.52
2021-09-03 00:12:00+00:00,16.84,10.63,15.56,15.56,9.54,15.39,15.39,5.61
2021-09-03 00:14:00+00:00,15.18,8.46,15.02,15.02,10.3,16.0,16.0,5.5
2021-09-03 00:16:00+00:00,15.31,9.43,16.53,16.53,10.04,15.53,15.53,4.68
2021-09-03 00:18:00+00:00,15.15,7.45,16.47,16.47,9.83,15.48,15.48,6.02
2021-09-03 00:20:00+00:00,14.67,8.38,14.3,14.3,9.86,15.95,15.95,6.13
2021-09-03 00:22:00+00:00,14.57,7.22,15.26,15.26,10.2,15.47,15.47,6.047499999999999
2021-09-03 00:24:00+00:00,14.25,8.15,15.83,15.83,10.42,16.28,16.28,5.965
2021-09-03 00:26:00+00:00,14.18,6.29,15.05,15.05,10.2,15.5,15.5,6.48
2021-09-03 00:28:00+00:00,13.31,8.61,16.12,16.12,9.78,16.51,16.51,6.02
2021-09-03 00:30:00+00:00,14.62,7.8,15.56,15.56,11.33,16.12,16.12,6.22
2021-09-03 00:32:00+00:00,13.8,8.41,16.4,16.4,10.32,16.4,16.4,6.96
2021-09-03 00:34:00+00:00,13.15,7.89,15.22,15.22,12.21,18.21,18.21,6.36
2021-09-03 00:36:00+00:00,12.98,6.98,15.33,15.33,13.42,18.45,18.45,6.43
2021-09-03 00:38:00+00:00,14.55,6.95,15.12,15.12,12.81,18.02,18.02,6.3975
2021-09-03 00:40:00+00:00,13.09,8.09,16.28,16.28,12.64,17.9,17.9,6.365
2021-09-03 00:42:00+00:00,14.83,7.68,14.75,14.75,11.46,17.79,17.79,6.61
2021-09-03 00:44:00+00:00,15.31,7.02,15.32,15.32,11.97,16.62,16.62,6.69
2021-09-03 00:46:00+00:00,13.89,8.63,16.33,16.33,10.59,17.31,17.31,6.25
2021-09-03 00:48:00+00:00,13.23,7.19,15.36,15.36,11.18,15.85,15.85,7.06
2021-09-03 00:50:00+00:00,13.91,7.46,15.02,15.02,12.75,15.7,15.7,6.89
2021-09-03 00:52:00+00:00,12.96,8.03,16.29,16.29,11.83,15.0,15.0,6.58
2021-09-03 00:54:00+00:00,14.1,7.4,14.43,14.43,12.25,16.32,16.32,6.93
2021-09-03 00:56:00+00:00,14.41,8.4,15.33,15.33,12.56,15.97,15.97,7.279999999999999
2021-09-03 00:58:00+00:00,15.0,6.73,15.36,15.36,12.82,15.31,15.31,6.1
2021-09-03 01:00:00+00:00,14.7,7.15,15.41,15.41,11.89,16.22,16.22,6.69
2021-09-03 01:02:00+00:00,13.31,7.8,15.8,15.8,11.98,16.25,16.25,6.6
2021-09-03 01:04:00+00:00,11.79,6.43,14.98,14.98,12.6,14.42,14.42,6.6
2021-09-03 01:06:00+00:00,11.66,6.76,13.61,13.61,12.76,14.73,14.73,6.28
2021-09-03 01:08:00+00:00,12.61,5.79,16.27,16.27,12.11,14.04,14.04,6.59
2021-09-03 01:10:00+00:00,14.45,6.68,14.77,14.77,11.95,14.54,14.54,6.595
2021-09-03 01:12:00+00:00,12.93,6.79,15.36,15.36,13.48,14.63,14.63,6.6
2021-09-03 01:14:00+00:00,12.52,6.18,14.44,14.44,12.22,15.35,15.35,6.16
2021-09-03 01:16:00+00:00,14.19,6.16,15.07,15.07,12.59,15.45,15.45,6.41
2021-09-03 01:18:00+00:00,13.34,7.2,14.45,14.45,12.14,15.75,15.75,7.37
2021-09-03 01:20:00+00:00,12.34,7.31,14.82,14.82,12.81,15.29,15.29,6.91
2021-09-03 01:22:00+00:00,13.14,6.4,14.74,14.74,13.17,16.22,16.22,6.91
2021-09-03 01:24:00+00:00,11.97,7.04,15.38,15.38,12.57,15.46,15.46,7.77
2021-09-03 01:26:00+00:00,13.56,7.12,14.7,14.7,13.11,15.65,15.65,7.5649999999999995
2021-09-03 01:28:00+00:00,13.45,7.72,15.19,15.19,13.66,15.76,15.76,7.359999999999999
2021-09-03 01:30:00+00:00,13.45,7.17,14.72,14.72,12.14,15.36,15.36,8.31
2021-09-03 01:32:00+00:00,12.47,8.7,15.11,15.11,12.48,16.41,16.41,8.67
2021-09-03 01:34:00+00:00,12.61,7.71,13.91,13.91,12.41,17.66,17.66,8.43
2021-09-03 01:36:00+00:00,13.42,5.86,13.72,13.72,12.96,15.86,15.86,7.77
2021-09-03 01:38:00+00:00,11.52,7.07,14.85,14.85,13.47,17.14,17.14,8.48
2021-09-03 01:40:00+00:00,10.64,5.37,14.19,14.19,12.86,16.04,16.04,7.69
2021-09-03 01:42:00+00:00,12.05,6.76,14.39,14.39,13.03,16.55,16.55,7.6975
2021-09-03 01:44:00+00:00,11.14,6.98,13.27,13.27,13.87,16.69,16.69,7.705
2021-09-03 01:46:00+00:00,10.57,7.27,14.21,14.21,12.84,16.05,16.05,7.5
2021-09-03 01:48:00+00:00,11.83,7.58,14.04,14.04,13.17,17.11,17.11,7.57
2021-09-03 01:50:00+00:00,11.41,7.24,14.05,14.05,13.22,16.53,16.53,7.11
2021-09-03 01:52:00+00:00,10.3,5.42,13.07,13.07,14.46,16.32,16.32,6.62
2021-09-03 01:54:00+00:00,10.22,5.43,13.33,13.33,13.54,16.28,16.28,7.09
2021-09-03 01:56:00+00:00,11.44,6.19,14.3,14.3,13.53,18.23,18.23,6.36
2021-09-03 01:58:00+00:00,11.35,6.07,13.33,13.33,13.16,17.48,17.48,6.6850000000000005
2021-09-03 02:00:00+00:00,9.98,6.77,12.56,12.56,13.32,17.59,17.59,7.01
2021-09-03 02:02:00+00:00,10.49,6.61,13.54,13.54,12.8,17.0,17.0,6.49
2021-09-03 02:04:00+00:00,10.2,7.15,13.09,13.09,13.86,17.23,17.23,7.02
2021-09-03 02:06:00+00:00,10.68,6.43,13.95,13.95,12.8,16.86,16.86,6.86
2021-09-03 02:08:00+00:00,11.58,6.98,12.18,12.18,14.32,15.39,15.39,6.68
2021-09-03 02:10:00+00:00,10.39,7.25,12.0,12.0,13.32,16.08,16.08,7.16
2021-09-03 02:12:00+00:00,9.23,7.0,12.86,12.86,12.35,15.83,15.83,6.4
2021-09-03 02:14:00+00:00,10.25,5.59,12.39,12.39,11.67,16.9,16.9,6.3575
2021-09-03 02:16:00+00:00,10.19,6.31,12.38,12.38,11.84,16.84,16.84,6.3149999999999995
2021-09-03 02:18:00+00:00,9.58,6.54,15.19,15.19,12.4,15.74,15.74,5.96
2021-09-03 02:20:00+00:00,9.45,6.98,14.56,14.56,12.05,16.21,16.21,5.11
2021-09-03 02:22:00+00:00,11.88,6.22,12.86,12.86,12.27,16.19,16.19,6.17
2021-09-03 02:24:00+00:00,9.36,6.63,12.52,12.52,11.39,16.16,16.16,5.79
2021-09-03 02:26:00+00:00,10.25,5.76,12.14,12.14,11.7,15.14,15.14,6.98
2021-09-03 02:28:00+00:00,10.64,6.55,11.6,11.6,12.12,15.73,15.73,5.83
2021-09-03 02:30:00+00:00,8.93,6.41,12.23,12.23,11.29,15.54,15.54,6.28
2021-09-03 02:32:00+00:00,9.52,6.39,13.0,13.0,11.0,14.48,14.48,6.73
2021-09-03 02:34:00+00:00,9.81,6.21,12.22,12.22,11.26,15.79,15.79,6.22
2021-09-03 02:36:00+00:00,9.97,6.39,11.74,11.74,12.24,17.34,17.34,6.84
2021-09-03 02:38:00+00:00,8.93,6.72,11.6,11.6,12.84,16.39,16.39,6.58
2021-09-03 02:40:00+00:00,9.25,5.85,12.21,12.21,11.77,16.75,16.75,6.45
2021-09-03 02:42:00+00:00,10.28,6.5,12.67,12.67,12.29,15.84,15.84,6.15
2021-09-03 02:44:00+00:00,9.59,5.25,11.96,11.96,10.81,16.76,16.76,6.42
2021-09-03 02:46:00+00:00,8.62,5.98,13.25,13.25,10.8,18.07,18.07,6.21
2021-09-03 02:48:00+00:00,9.67,7.31,13.48,13.48,11.12,16.78,16.78,6.0
2021-09-03 02:50:00+00:00,9.26,6.75,11.53,11.53,11.77,17.3,17.3,6.02
2021-09-03 02:52:00+00:00,9.11,5.8,13.02,13.02,10.16,18.22,18.22,6.25
2021-09-03 02:54:00+00:00,9.25,7.03,13.62,13.62,10.39,19.02,19.02,7.3
2021-09-03 02:56:00+00:00,8.8,7.14,12.81,12.81,10.26,19.12,19.12,6.92
2021-09-03 02:58:00+00:00,9.5,5.95,12.18,12.18,10.64,19.22,19.22,6.33
2021-09-03 03:00:00+00:00,9.29,6.83,12.93,12.93,11.56,19.96,19.96,7.21
2021-09-03 03:02:00+00:00,9.95,6.66,12.34,12.34,10.27,18.44,18.44,6.9
2021-09-03 03:04:00+00:00,9.81,6.18,12.53,12.53,10.05,19.53,19.53,6.59
2021-09-03 03:06:00+00:00,10.73,5.89,12.59,12.59,10.47,20.44,20.44,6.13
2021-09-03 03:08:00+00:00,9.23,7.79,11.07,11.07,9.97,21.91,21.91,6.32
2021-09-03 03:10:00+00:00,10.11,6.1,12.65,12.65,11.61,23.05,23.05,6.24
2021-09-03 03:12:00+00:00,10.14,5.76,12.1,12.1,11.7,22.62,22.62,7.23
2021-09-03 03:14:00+00:00,10.34,5.68,11.09,11.09,10.25,22.75,22.75,7.25
2021-09-03 03:16:00+00:00,12.88,6.41,11.69,11.69,10.2,20.68,20.68,6.45
2021-09-03 03:18:00+00:00,10.21,6.95,11.98,11.98,12.0,20.8,20.8,6.285
2021-09-03 03:20:00+00:00,10.63,7.14,12.05,12.05,10.52,21.03,21.03,6.12
2021-09-03 03:22:00+00:00,9.69,7.86,10.97,10.97,10.09,20.25,20.25,6.12
2021-09-03 03:24:00+00:00,10.24,6.0,10.53,10.53,10.67,18.62,18.62,6.69
2021-09-03 03:26:00+00:00,9.88,5.47,12.07,12.07,10.66,18.98,18.98,6.91
2021-09-03 03:28:00+00:00,11.53,6.5,11.0,11.0,9.91,19.42,19.42,6.64
2021-09-03 03:30:00+00:00,10.39,6.84,11.31,11.31,10.49,20.11,20.11,6.37
2021-09-03 03:32:00+00:00,10.48,6.31,12.54,12.54,10.7,18.3,18.3,5.78
2021-09-03 03:34:00+00:00,10.11,6.86,11.63,11.63,11.23,18.0,18.0,6.0225
2021-09-03 03:36:00+00:00,11.55,6.18,10.14,10.14,11.38,19.43,19.43,6.265
2021-09-03 03:38:00+00:00,10.72,5.47,11.95,11.95,12.6,17.0,17.0,6.37
2021-09-03 03:40:00+00:00,10.76,5.78,10.21,10.21,12.53,17.47,17.47,5.54
2021-09-03 03:42:00+00:00,10.2,6.19,10.9,10.9,12.1,16.56,16.56,6.07
2021-09-03 03:44:00+00:00,10.0,6.31,12.19,12.19,11.58,16.2,16.2,6.31
2021-09-03 03:46:00+00:00,10.68,5.52,11.36,11.36,12.0,16.77,16.77,5.85
2021-09-03 03:48:00+00:00,9.85,5.88,10.2,10.2,11.12,16.26,16.26,6.77
2021-09-03 03:50:00+00:00,11.07,5.08,10.55,10.55,13.07,16.26,16.26,6.4399999999999995
2021-09-03 03:52:00+00:00,12.26,6.27,10.1,10.1,12.25,15.55,15.55,6.11
2021-09-03 03:54:00+00:00,9.72,6.16,10.75,10.75,11.87,16.49,16.49,6.35
2021-09-03 03:56:00+00:00,10.41,6.25,10.73,10.73,12.6,14.55,14.55,6.63
2021-09-03 03:58:00+00:00,10.29,7.43,11.83,11.83,11.87,15.68,15.68,5.83
2021-09-03 04:00:00+00:00,10.83,6.33,10.53,10.53,12.53,16.61,16.61,5.11
2021-09-03 04:02:00+00:00,10.54,6.54,11.53,11.53,12.15,15.84,15.84,5.0
2021-09-03 04:04:00+00:00,12.12,7.41,11.07,11.07,13.29,16.98,16.98,5.42
2021-09-03 04:06:00+00:00,10.55,6.72,10.14,10.14,12.24,15.63,15.63,5.63
2021-09-03 04:08:00+00:00,10.14,5.82,9.84,9.84,12.31,16.34,16.34,5.84
2021-09-03 04:10:00+00:00,12.86,5.59,11.39,11.39,12.14,16.97,16.97,5.73
2021-09-03 04:12:00+00:00,11.87,6.0,11.53,11.53,13.36,16.22,16.22,6.52
2021-09-03 04:14:00+00:00,10.12,5.81,11.04,11.04,13.16,16.95,16.95,5.06
2021-09-03 04:16:00+00:00,11.1,5.97,10.13,10.13,12.71,16.77,16.77,6.09
2021-09-03 04:18:00+00:00,11.98,6.45,11.27,11.27,13.93,15.27,15.27,5.78
2021-09-03 04:20:00+00:00,11.09,6.84,10.16,10.16,13.0,15.78,15.78,6.09
2021-09-03 04:22:00+00:00,12.64,5.02,10.28,10.28,12.57,16.2,16.2,6.0925
2021-09-03 04:24:00+00:00,11.37,4.8,10.81,10.81,12.43,17.81,17.81,6.095000000000001
2021-09-03 04:26:00+00:00,11.71,7.25,11.0,11.0,11.93,16.48,16.48,5.75
2021-09-03 04:28:00+00:00,10.53,6.54,11.42,11.42,11.24,17.23,17.23,4.84
2021-09-03 04:30:00+00:00,10.57,5.78,11.62,11.62,12.28,16.67,16.67,5.41
2021-09-03 04:32:00+00:00,12.47,6.45,11.36,11.36,12.0,17.26,17.26,5.87
2021-09-03 04:34:00+00:00,11.93,6.55,12.78,12.78,13.3,16.05,16.05,5.93
2021-09-03 04:36:00+00:00,13.32,5.89,10.82,10.82,12.39,15.84,15.84,5.57
2021-09-03 04:38:00+00:00,11.14,5.29,11.4,11.4,12.37,15.67,15.67,5.975
2021-09-03 04:40:00+00:00,11.79,5.65,12.19,12.19,12.07,16.46,16.46,6.38
2021-09-03 04:42:00+00:00,11.32,5.88,12.81,12.81,13.25,16.41,16.41,5.49
2021-09-03 04:44:00+00:00,14.83,5.98,12.03,12.03,12.64,15.93,15.93,5.61
2021-09-03 04:46:00+00:00,13.91,5.02,12.41,12.41,13.0,15.62,15.62,5.83
2021-09-03 04:48:00+00:00,12.07,5.46,11.52,11.52,12.61,16.12,16.12,5.92
2021-09-03 04:50:00+00:00,11.89,5.09,12.47,12.47,12.07,15.46,15.46,5.89
2021-09-03 04:52:00+00:00,12.46,5.02,12.14,12.14,11.4,16.6,16.6,6.24
2021-09-03 04:54:00+00:00,12.72,5.88,12.25,12.25,11.41,15.4,15.4,6.125
